,post_id,number_of_rooms,isolated_apt,adjacent_apt,iso_adj_apt,area_m2,renovation,balcony_count,rent_price,stay_time,deposite,prepay_months,monolithic_apt,monolithic_brick_apt,panel_apt,stalin_apt,brick_apt,old_stock_apt,block_apt,wooden_apt,aerated_concrete_block_apt,shield_apt,apt_floor,vao,zao,nao,sao,svao,szao,cao,uvao,uzao,uao,rayoni,time_to_subway,pets_okay,kids_okay,furniture_in_the_room,air_conditioner,dishwashing,only_street_view,ceiling_ranking,one_merged_bathroom_only,many_bathrooms,no_elevators,has_cargo_elevator
3590,274985148,1.0,0.0,0.0,0.0,40.0,3,1,517.0,2,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0,1
3591,274748173,2.0,1.0,0.0,0.0,50.0,2,1,583.0,2,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,0.0,1.0,0.0,1,0,0,0,0
3592,274780289,2.0,1.0,0.0,0.0,65.0,3,1,605.0,2,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,2,0,0,0,0
3593,274987311,3.0,1.0,0.0,0.0,85.0,3,3,748.0,2,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,1.0,1.0,1.0,0.0,2,0,0,0,0
3594,274971306,2.0,1.0,0.0,0.0,55.0,3,1,770.0,2,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,2,1,0,0,1
3595,271651559,2.0,0.0,0.0,0.0,45.0,4,0,1320.0,2,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,0,1,0
3596,274377369,3.0,0.0,0.0,0.0,150.0,4,1,1320.0,2,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,1.0,1.0,1.0,1.0,0.0,2,0,0,0,0
3597,271442247,3.0,0.0,0.0,1.0,105.0,3,1,1430.0,2,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,2,0,0,0,0
3598,262854360,3.0,0.0,0.0,0.0,75.0,3,0,1925.0,2,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,1.0,1.0,1.0,0.0,2,1,0,0,0
3599,273077828,3.0,0.0,0.0,0.0,120.0,4,1,2145.0,2,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,1.0,1.0,1.0,0.0,2,0,0,0,0
3600,268016702,3.0,1.0,0.0,0.0,117.0,3,0,2310.0,2,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,1.0,0.0,1.0,0.0,2,0,0,0,0
3601,273528942,3.0,0.0,0.0,0.0,123.0,4,1,2970.0,2,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,1.0,0.0,0.0,1.0,2,0,0,0,1
3602,274744373,4.0,0.0,0.0,0.0,150.3,4,0,4400.0,2,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,1.0,1.0,1.0,1.0,2,0,1,0,0
3603,273176418,4.0,0.0,0.0,0.0,160.0,4,0,5170.0,2,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,0,0,0
3604,270413874,5.0,0.0,0.0,0.0,325.0,4,0,6490.0,2,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,1.0,1.0,1.0,0.0,2,1,0,1,0
3605,274947935,1.0,0.0,0.0,0.0,39.0,3,1,550.0,2,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,1.0,1.0,0.0,0.0,2,1,0,1,0
3606,274986409,2.0,1.0,0.0,0.0,55.0,3,1,550.0,2,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,1.0,1.0,1.0,0.0,2,1,0,0,0
3607,274582463,2.0,1.0,0.0,0.0,67.0,3,1,550.0,2,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,1.0,1.0,1.0,0.0,2,0,0,0,0
3608,274894912,2.0,0.0,0.0,0.0,72.0,1,0,660.0,2,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,1.0,0.0,1.0,0.0,0.0,2,1,0,0,1
3609,274381255,2.0,0.0,0.0,1.0,45.0,3,1,693.0,2,1.0317460317460319,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,1.0,1.0,1.0,0.0,2,1,0,0,1
3610,274933698,3.0,1.0,0.0,0.0,70.0,3,1,715.0,2,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,2,0,0,0,0
3611,274529155,3.0,0.0,0.0,1.0,80.0,2,2,792.0,2,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,2,0,0,0,0
3612,273869266,2.0,0.0,0.0,0.0,73.0,1,2,825.0,2,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,1.0,1.0,1.0,0.0,2,1,0,0,1
3613,274991948,3.0,0.0,0.0,0.0,65.0,3,0,825.0,2,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,1.0,1.0,1.0,0.0,2,0,0,1,0
3614,268217143,2.0,0.0,0.0,1.0,70.0,1,1,825.0,2,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,2,0,0,0,1
3615,274913444,2.0,0.0,1.0,0.0,42.0,3,0,879.9889999999999,2,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,1.0,1.0,1.0,1.0,1.0,0.0,2,0,0,0,1
3616,274687710,2.0,0.0,1.0,0.0,85.0,4,1,989.9999999999999,2,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,2,0,0,0,0
3617,274999482,2.0,1.0,0.0,0.0,50.0,4,1,1210.0,2,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,2,1,0,0,1
3618,274026675,2.0,1.0,0.0,0.0,65.0,4,0,1320.0,2,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,1.0,1.0,1.0,0.0,2,1,0,0,1
3619,259511730,3.0,0.0,0.0,1.0,75.0,1,0,1650.0,2,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,3,1,0,0,0
3620,274496894,3.0,0.0,0.0,0.0,79.0,1,0,1705.0,2,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,2,0,0,1,0
3621,274253213,3.0,1.0,0.0,0.0,104.0,4,2,1760.0,2,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,1.0,0.0,1.0,0.0,2,0,0,0,0
3622,269997160,3.0,0.0,0.0,0.0,120.7,3,1,2200.0,2,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2,0,0,0,1
3623,274762071,3.0,0.0,0.0,0.0,125.0,4,0,2200.0,2,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,1.0,1.0,0.0,2,1,0,1,0
3624,273320946,4.0,0.0,0.0,0.0,140.0,4,0,2200.0,2,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,1.0,1.0,1.0,0.0,2,1,0,1,0
3625,273344410,3.0,0.0,0.0,0.0,80.0,4,0,2420.0,2,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,1.0,1.0,1.0,0.0,2,0,0,0,1
3626,274140451,3.0,0.0,0.0,0.0,172.0,4,2,3850.0,2,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,2,0,0,0,0
3627,258359187,4.0,0.0,0.0,0.0,192.0,4,0,4400.0,2,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,1.0,0.0,1.0,0.0,2,0,1,0,1
3628,274797044,4.0,0.0,0.0,0.0,194.0,4,0,4400.0,2,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,2,0,1,1,0
3629,271931413,4.0,0.0,0.0,1.0,160.0,1,0,5170.0,2,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0,1,0,1
3630,270235639,3.0,0.0,0.0,0.0,110.0,1,1,5489.0,2,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,1.0,0.0,1.0,0.0,2,0,0,0,1
3631,273859909,4.0,0.0,0.0,0.0,200.0,1,0,6050.0,2,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,1.0,0.0,1.0,0.0,2,0,0,0,1
3632,264495315,4.0,0.0,0.0,0.0,186.0,1,0,7700.0,2,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,1.0,1.0,0.0,1.0,1.0,3,0,0,1,0
3633,274999274,1.0,0.0,0.0,0.0,35.0,3,1,440.0,2,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,2,0,0,1,0
3634,274831228,2.0,1.0,0.0,0.0,45.0,2,0,550.0,2,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,2,0,0,0,1
3635,274875375,2.0,1.0,0.0,0.0,45.0,3,0,605.0,2,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,2,1,0,0,0
3636,274571125,3.0,0.0,0.0,1.0,72.4,3,0,660.0,2,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,1.0,0.0,0.0,1.0,2,1,0,0,1
3637,274998627,2.0,0.0,0.0,1.0,48.0,1,1,715.0,2,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,1.0,1.0,1.0,0.0,2,1,0,1,0
3638,274993753,1.0,0.0,0.0,0.0,39.3,4,0,770.0,2,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,1.0,1.0,0.0,2,1,0,1,0
3639,274651624,2.0,1.0,0.0,0.0,70.0,3,1,770.0,2,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,1.0,1.0,1.0,0.0,2,1,0,0,0
3640,268185377,2.0,0.0,0.0,0.0,70.0,3,1,825.0,2,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,1.0,1.0,1.0,1.0,2,0,0,0,0
3641,269449705,2.0,0.0,0.0,1.0,49.0,1,0,1100.0,2,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,1.0,1.0,0.0,1.0,2,1,0,0,1
3642,274931522,2.0,0.0,0.0,1.0,66.0,4,1,1100.0,2,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,2,1,0,0,1
3643,274091955,3.0,0.0,0.0,0.0,56.0,4,0,1320.0,2,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,1.0,0.0,1.0,1.0,2,1,0,1,0
3644,274500040,3.0,1.0,0.0,0.0,120.0,4,1,1595.0,2,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,2,0,0,0,1
3645,274476992,2.0,0.0,0.0,0.0,75.0,1,1,1650.0,2,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,1.0,0.0,1.0,0.0,2,0,0,1,0
3646,267835548,3.0,0.0,0.0,0.0,132.0,3,2,1650.0,2,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,1.0,1.0,1.0,1.0,0.0,2,1,0,1,0
3647,274751544,2.0,1.0,0.0,0.0,79.0,4,0,1705.0,2,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,1.0,1.0,1.0,0.0,2,0,0,0,1
3648,274007302,2.0,0.0,0.0,1.0,50.0,4,0,1705.0,2,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,1.0,1.0,1.0,0.0,2,1,0,0,1
3649,272805695,3.0,0.0,0.0,0.0,127.0,4,0,1925.0,2,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,1.0,0.0,0.0,1.0,2,0,0,0,1
3650,271177693,3.0,1.0,0.0,0.0,125.0,3,0,2200.0,2,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,1.0,0.0,1.0,0.0,2,0,0,0,0
3651,272092302,3.0,0.0,0.0,1.0,91.0,3,1,2200.0,2,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0,0,0,0
3652,273569083,4.0,0.0,0.0,1.0,140.0,1,0,2200.0,2,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,1.0,1.0,0.0,2,0,0,1,0
3653,274715612,3.0,0.0,0.0,0.0,120.0,4,1,2200.0,2,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,1.0,1.0,1.0,1.0,0.0,2,0,0,0,1
3654,274856129,4.0,0.0,0.0,0.0,215.0,1,1,2750.0,2,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,1.0,1.0,0.0,3,0,1,0,1
3655,274259855,4.0,0.0,0.0,0.0,210.0,4,3,2970.0,2,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,1.0,1.0,0.0,0.0,1.0,2,0,1,0,1
3656,272840044,5.0,0.0,0.0,0.0,270.0,3,0,3850.0,2,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,1.0,1.0,0.0,2,0,0,0,0
3657,271909601,4.0,0.0,0.0,0.0,160.0,4,0,5170.0,2,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,2,0,1,0,0
3658,274775134,1.0,0.0,0.0,0.0,34.0,3,1,418.0,2,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,1.0,0.0,0.0,0.0,2,1,0,1,0
3659,274653848,1.0,0.0,0.0,0.0,40.0,3,1,440.0,2,0.625,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,1.0,1.0,0.0,0.0,2,0,0,0,1
3660,274288293,1.0,0.0,0.0,0.0,32.0,3,1,440.0,2,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2,1,0,0,1
3661,274496159,2.0,1.0,0.0,0.0,54.0,3,1,494.99999999999994,2,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2,0,0,0,1
3662,274878060,1.0,0.0,0.0,0.0,50.0,3,1,550.0,2,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,2,1,0,0,1
3663,273548622,2.0,0.0,0.0,0.0,43.0,1,1,583.0,2,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,2,1,0,1,0
3664,274653752,2.0,0.0,0.0,1.0,50.0,3,1,715.0,2,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,1.0,1.0,1.0,0.0,2,1,0,0,1
3665,273925927,2.0,0.0,0.0,0.0,49.0,4,0,1100.0,2,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,3,1,0,0,1
3666,265074553,2.0,1.0,0.0,0.0,61.0,1,0,1188.0,2,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,1.0,1.0,1.0,0.0,2,1,0,0,1
3667,273468946,2.0,0.0,0.0,0.0,104.0,4,2,1320.0,2,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0,1.0,1.0,1.0,1.0,0.0,2,0,0,0,0
3668,271096954,3.0,0.0,0.0,0.0,144.0,3,2,1595.0,2,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,1.0,1.0,1.0,0.0,2,0,0,0,0
3669,264897073,4.0,0.0,0.0,0.0,127.0,1,1,1650.0,2,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,2,0,0,0,1
